CLAVE CT,NOM TURNO,NOMBRE CT,DOMICILIO,LOCALIDAD INEGI, NOMBRE LOCALIDAD,COLONIA,NOMBRE COLONIA,MUNICIPIO CLAVE INEGI,NOMBRE MUNICIPIO,SOSTENIMIENTO,NIVEL,PROGRAMA,DESERCIÓN INTRACURRICULAR,REPROBACIÓN,REPROBACIÓN  CON REGULARIZADOS,EFICIENCIA TERMINAL
14EPR0483U,VESPERTINO,AURELIO ACEVES,CUAUHTEMOC 3,1,ZAPOTLANEJO,0,0,124,ZAPOTLANEJO,ESTATAL,PRIMARIA,GENERAL,8.47%,1.85%,N.A.,52.94%
14EPR0484T,VESPERTINO,5 DE MAYO DE 1862,GONZALEZ GALLO 280,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,0.80%,1.88%,N.A.,93.15%
14EPR0485S,MATUTINO,ANSELMO RAMIREZ,EXIQUIO CAMPOS,1,SAN MIGUEL EL ALTO,0,0,78,SAN MIGUEL EL ALTO,ESTATAL,PRIMARIA,GENERAL,0.94%,1.27%,N.A.,100.00%
14EPR0486R,MATUTINO,RAFAEL RAMIREZ CASTAÑEDA,MONTE SAN ELIAS 2274,1,GUADALAJARA,9429,RESIDENCIAL SAN ELIAS,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,6.33%,1.35%,N.A.,75.36%
14EPR0488P,MATUTINO,JOSE VASCONCELOS,ALLENDE 201,1,SAN DIEGO DE ALEJANDRIA,9000,SAN DIEGO DE ALEJANDRIA (ZONA CENTRO),72,SAN DIEGO DE ALEJANDRIA,ESTATAL,PRIMARIA,GENERAL,2.29%,0.00%,N.A.,100.00%
14EPR0489O,MATUTINO,GABRIELA MISTRAL,PROGRESO 1,1,SAN DIEGO DE ALEJANDRIA,0,0,72,SAN DIEGO DE ALEJANDRIA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0490D,MATUTINO,JUAN RULFO,HACIENDA SANTA CRUZ DEL VALLE 1330,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.74%,N.A.,99.16%
14EPR0491C,VESPERTINO,JUAN RULFO,HACIENDA SANTA CRUZ DEL VALLE 1330,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,1.54%,1.95%,N.A.,69.39%
14EPR0492B,VESPERTINO,JOSE VASCONCELOS,SAN IGNACIO 2696,1,GUADALAJARA,9416,ESPERANZA,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0493A,VESPERTINO,RICARDO FLORES MAGON,LA QUEBRADA 2710,1,GUADALAJARA,9328,SANTA EDUVIGES,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,7.32%,0.00%,N.A.,100.00%
14EPR0494Z,CONTINUO (TIEMPO COMPLETO),ERNESTO CORONA AMADOR,MONTES URALES 2165,1,GUADALAJARA,9444,BELISARIO DOMINGUEZ,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.60%,N.A.,90.91%
14EPR0495Z,MATUTINO,CENTRO ESCOLAR 30 DE ABRIL,BELLAS ARTES 4070,1,GUADALAJARA,9329,MIRAVALLE,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,81.25%
14EPR0496Y,VESPERTINO,CENTRO ESCOLAR 30 DE ABRIL,BELLAS ARTES 4070,1,GUADALAJARA,9329,MIRAVALLE,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.44%,0.00%,N.A.,100.00%
14EPR0497X,CONTINUO (JORNADA AMPLIADA),CUAUHTEMOC,CONOCIDO,88,TEHUAMIXTLE (TEHUALMIXTLE),0,0,20,CABO CORRIENTES,ESTATAL,PRIMARIA,GENERAL,12.50%,9.52%,N.A.,66.67%
14EPR0499V,MATUTINO,NIÑOS HEROES,JOAQUIN ROMERO,1,GUADALAJARA,9322,HUENTITAN EL ALTO,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,2.44%,0.00%,N.A.,79.22%
14EPR0500U,VESPERTINO,ISABEL FERNANDEZ DE MOLINA,VOLCAN BABUYAN 5349,1,GUADALAJARA,9321,HUENTITAN EL BAJO,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,4.43%,0.00%,N.A.,87.10%
14EPR0501T,MATUTINO,EMILIANO ZAPATA,JUAREZ 71,1,HOSTOTIPAQUILLO,0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,0.62%,0.00%,N.A.,85.00%
14EPR0502S,MATUTINO,MARIA MEZA LEAL,BENITO JUAREZ 35,1,HOSTOTIPAQUILLO,0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,87.50%
14EPR0503R,CONTINUO (JORNADA AMPLIADA),JUSTO SIERRA,FRANCISCO I MADERO,35,LABOR DE GUADALUPE,0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,2.33%,0.00%,N.A.,100.00%
14EPR0504Q,CONTINUO (JORNADA AMPLIADA),MORELOS,ENTRADA PRINCIPAL,70,SANTO DOMINGO DE GUZMAN (SANTO DOMINGO),0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,2.50%,0.00%,N.A.,70.00%
14EPR0505P,CONTINUO (JORNADA AMPLIADA),BENITO JUAREZ,BENITO JUAREZ 36,74,SAYULIMITA,0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,3.13%,0.00%,N.A.,100.00%
14EPR0506O,CONTINUO (JORNADA AMPLIADA),HIDALGO,INDEPENDENCIA 114,82,EL TEQUESQUITE,0,0,40,HOSTOTIPAQUILLO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0508M,MATUTINO,PAULINO NAVARRO,JULIO SANDOVAL 10,1,HUEJUCAR,0,0,41,HUEJUCAR,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0509L,MATUTINO,PAULINO NAVARRO,JULIO SANDOVAL 12,1,HUEJUCAR,0,0,41,HUEJUCAR,ESTATAL,PRIMARIA,GENERAL,2.96%,0.00%,N.A.,82.05%
14EPR0510A,VESPERTINO,NIÑOS HEROES,16 DE SEPTIEMBRE 14,12,LA MESA DE MARIA DE LEON,0,0,41,HUEJUCAR,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,66.67%
14EPR0511Z,VESPERTINO,SOR JUANA INES DE LA CRUZ,JUAREZ 2,13,NESTORES,0,0,41,HUEJUCAR,ESTATAL,PRIMARIA,GENERAL,10.81%,0.00%,N.A.,100.00%
14EPR0512Z,CONTINUO (JORNADA AMPLIADA),MIGUEL HIDALGO Y COSTILLA,JARDIN JUAREZ 11,22,TLALCOSAHUA,0,0,41,HUEJUCAR,ESTATAL,PRIMARIA,GENERAL,6.45%,0.00%,N.A.,100.00%
14EPR0513Y,CONTINUO (JORNADA AMPLIADA),VICENTE GUERRERO,PRIMAVERA,75,EL COLUMPIO,0,0,20,CABO CORRIENTES,ESTATAL,PRIMARIA,GENERAL,2.50%,0.00%,N.A.,100.00%
14EPR0514X,MATUTINO,GABRIELA MISTRAL,INDEPENDENCIA 54,1,HUEJUQUILLA EL ALTO,0,0,42,HUEJUQUILLA EL ALTO,ESTATAL,PRIMARIA,GENERAL,0.63%,3.82%,N.A.,100.00%
14EPR0516V,VESPERTINO,AMERICA,LA PALMA 3,13,LA COFRADIA,0,0,42,HUEJUQUILLA EL ALTO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,87.50%
14EPR0517U,CONTINUO (TIEMPO COMPLETO),RAMON LOPEZ VELARDE,ALLENDE,47,TENZOMPA,0,0,42,HUEJUQUILLA EL ALTO,ESTATAL,PRIMARIA,GENERAL,4.12%,0.00%,N.A.,100.00%
14EPR0518T,MATUTINO,REVOLUCION MEXICANA,PAULINO NAVARRO 67,1,LA HUERTA,0,0,43,LA HUERTA,ESTATAL,PRIMARIA,GENERAL,2.75%,0.81%,N.A.,100.00%
14EPR0519S,CONTINUO (JORNADA AMPLIADA),JUAN GIL PRECIADO,LICENCIADO JOSE GUADALUPE ZUNO HERNANDEZ,4,AGUA CALIENTE VIEJA DE APAZULCO,0,0,43,LA HUERTA,ESTATAL,PRIMARIA,GENERAL,0.00%,1.49%,N.A.,100.00%
14EPR0520H,CONTINUO (JORNADA AMPLIADA),MANUEL LOPEZ COTILLA,MARIA ASUNCION 148,62,LA MANZANILLA,0,0,43,LA HUERTA,ESTATAL,PRIMARIA,GENERAL,0.00%,7.33%,N.A.,100.00%
14EPR0521G,CONTINUO (JORNADA AMPLIADA),ADOLFO LOPEZ MATEOS,CONOCIDO,68,APAZULCO (MIGUEL HIDALGO VIEJO),0,0,43,LA HUERTA,ESTATAL,PRIMARIA,GENERAL,6.67%,2.38%,N.A.,73.68%
14EPR0522F,VESPERTINO,REPUBLICA DE YUGOSLAVIA,OBREGON 80,1,IXTLAHUACAN DE LOS MEMBRILLOS,0,0,44,IXTLAHUACAN DE LOS MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,3.35%,0.00%,N.A.,90.91%
14EPR0523E,MATUTINO,REPUBLICA DE YUGOSLAVIA,OBREGON 80,1,IXTLAHUACAN DE LOS MEMBRILLOS,0,0,44,IXTLAHUACAN DE LOS MEMBRILLOS,ESTATAL,PRIMARIA,GENERAL,3.60%,0.00%,N.A.,88.64%
14EPR0524D,MATUTINO,BENITO JUAREZ,CUAUHTEMOC 225,1,TONALA,0,0,101,TONALA,ESTATAL,PRIMARIA,GENERAL,11.17%,0.21%,N.A.,73.91%
14EPR0525C,CONTINUO (JORNADA AMPLIADA),SOR JUANA INES DE LA CRUZ,ABASOLO 40,1,IXTLAHUACAN DEL RIO,0,0,45,IXTLAHUACAN DEL RIO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14EPR0526B,VESPERTINO,LAZARO CARDENAS,CRUZ BLANCA 167,1,TONALA,0,0,101,TONALA,ESTATAL,PRIMARIA,GENERAL,1.73%,0.00%,N.A.,86.49%
14EPR0527A,MATUTINO,JOSE MARIA PINO SUAREZ,CALLE 78 326,1,GUADALAJARA,9359,SAN ANDRES,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,3.98%,0.00%,N.A.,100.00%
14EPR0528Z,MATUTINO,CARLOS CIRILO PEREZ ARAMBULA,HIPODROMO 105,1,TLAQUEPAQUE,9012,SAN PEDRITO,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PRIMARIA,GENERAL,2.07%,0.18%,N.A.,89.29%
14EPR0529Z,VESPERTINO,JOSE ESTEBAN RAMIREZ GUAREÑO,HIPODROMO 105,1,TLAQUEPAQUE,9012,SAN PEDRITO,98,SAN PEDRO TLAQUEPAQUE,ESTATAL,PRIMARIA,GENERAL,6.13%,0.00%,N.A.,68.13%
14EPR0530O,VESPERTINO,BERNARDINA FIERRO,ZARAGOZA,1,JAMAY,0,0,47,JAMAY,ESTATAL,PRIMARIA,GENERAL,7.46%,0.81%,N.A.,88.89%
14EPR0531N,MATUTINO,MARIANO SANDOVAL,HIDALGO 63,106,SAN ANTONIO DE LOS VAZQUEZ,0,0,45,IXTLAHUACAN DEL RIO,ESTATAL,PRIMARIA,GENERAL,0.98%,1.98%,N.A.,94.74%
14EPR0532M,MATUTINO,RAMON CORONA,EMILIO CARRANZA 27,1,PONCITLAN,9000,PONCITLAN (ZONA CENTRO),66,PONCITLAN,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,83.33%
14EPR0533L,VESPERTINO,FRANCISCO MEDINA ASCENCIO,CALZADA DEL OBRERO 2950,1,GUADALAJARA,9348,UNIDAD RIO VERDE,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,3.35%,0.92%,N.A.,83.33%
14EPR0534K,MATUTINO,FRANCISCO MEDINA ASCENCIO,CALZADA DEL OBRERO 2950,1,GUADALAJARA,9348,UNIDAD RIO VERDE,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,3.33%,0.00%,N.A.,86.82%
14EPR0535J,MATUTINO,JUAN GIL PRECIADO,JULIAN CARRILLO 1860,1,GUADALAJARA,9412,SANTA CECILIA,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.90%,N.A.,83.33%
14EPR0537H,MATUTINO,MARCELINO GARCIA BARRAGAN,EMILIO RABAZA,1,GUADALAJARA,9091,CUAUHTEMOC,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.51%,N.A.,100.00%
14EPR0538G,MATUTINO,ALMA ANGELINA MORETT GUERRERO,MITLA 440,1,GUADALAJARA,9443,MONUMENTAL,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,1.53%,0.62%,N.A.,100.00%
14EPR0539F,VESPERTINO,REVOLUCION,20 DE MAYO 6608,13,LAS PINTAS,9000,LAS PINTAS (ZONA CENTRO),70,EL SALTO,ESTATAL,PRIMARIA,GENERAL,5.85%,0.00%,N.A.,83.84%
14EPR0541U,CONTINUO (JORNADA AMPLIADA),ALFREDO R PLASCENCIA,GONZALEZ HERMOSILLO 153,1,JALOSTOTITLAN,0,0,46,JALOSTOTITLAN,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14EPR0542T,MATUTINO,JOSE MA GONZALEZ HERMOSILLO,LEONA VICARIO 15,1,JALOSTOTITLAN,0,0,46,JALOSTOTITLAN,ESTATAL,PRIMARIA,GENERAL,2.99%,1.28%,N.A.,89.71%
14EPR0544R,VESPERTINO,MARCELINO GARCIA BARRAGAN,EMILIO RABAZA,1,GUADALAJARA,9091,CUAUHTEMOC,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,3.33%,0.00%,N.A.,52.63%
14EPR0545Q,MATUTINO,ROSA CARBAJAL,ALFONSO ESPARZA OTEO 2085,1,GUADALAJARA,9412,SANTA CECILIA,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,2.03%,1.04%,N.A.,84.21%
14EPR0546P,MATUTINO,JUAN BRAVO Y JUAREZ,GUERRERO 35,1,JAMAY,9000,JAMAY (ZONA CENTRO),47,JAMAY,ESTATAL,PRIMARIA,GENERAL,1.30%,0.00%,N.A.,100.00%
14EPR0547O,VESPERTINO,JUAN BRAVO Y JUAREZ,GUERRERO 35,1,JAMAY,9000,JAMAY (ZONA CENTRO),47,JAMAY,ESTATAL,PRIMARIA,GENERAL,0.00%,0.36%,N.A.,100.00%
14EPR0548N,MATUTINO,BERNARDINA FIERRO,ZARAGOZA,1,JAMAY,0,0,47,JAMAY,ESTATAL,PRIMARIA,GENERAL,2.16%,0.00%,N.A.,100.00%
14EPR0549M,VESPERTINO,ROSA CARBAJAL,ALFONSO ESPARZA OTEO 2085,1,GUADALAJARA,9412,SANTA CECILIA,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,1.11%,1.12%,N.A.,80.70%
14EPR0704O,MATUTINO,MA EMMA G DE BRACAMONTES,HIDALGO 140,1,TAPALPA,0,0,86,TAPALPA,ESTATAL,PRIMARIA,GENERAL,2.79%,0.00%,N.A.,92.42%
14EPR0705N,VESPERTINO,MA EMMA G DE BRACAMONTES,HIDALGO 140,1,TAPALPA,0,0,86,TAPALPA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0707L,MATUTINO,MANUEL LOPEZ COTILLA,SOYATLAN 51,4,ATACCO,0,0,86,TAPALPA,ESTATAL,PRIMARIA,GENERAL,0.00%,2.72%,N.A.,100.00%
14EPR0709J,MATUTINO,JUAN RULFO,MORELOS 47,30,SAN ANTONIO (SAN ANTONIO DE PADUA),0,0,86,TAPALPA,ESTATAL,PRIMARIA,GENERAL,2.92%,0.60%,N.A.,100.00%
14EPR0710Z,MATUTINO,WENCESLAO DE LA MORA TORRES,PROLONGACION VICTORIA 151,1,TECALITLAN,0,0,87,TECALITLAN,ESTATAL,PRIMARIA,GENERAL,1.71%,0.00%,N.A.,100.00%
14EPR0711Y,CONTINUO (JORNADA AMPLIADA),MA TRINIDAD GUEVARA ALVAREZ,MORELOS 14,1,TECALITLAN,0,0,87,TECALITLAN,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14EPR0712X,CONTINUO (JORNADA AMPLIADA),JUAN SALVADOR AGRAZ,ALVARO OBREGON 77,1,TECOLOTLAN,0,0,88,TECOLOTLAN,ESTATAL,PRIMARIA,GENERAL,0.99%,0.00%,N.A.,100.00%
14EPR0713W,CONTINUO (JORNADA AMPLIADA),MA JUSTINA CUEVA RAMIREZ,INGENIERO JUAN SALVADOR AGRAZ 10,1,TECOLOTLAN,0,0,88,TECOLOTLAN,ESTATAL,PRIMARIA,GENERAL,0.00%,0.46%,N.A.,93.02%
14EPR0715U,CONTINUO (JORNADA AMPLIADA),PRIMITIVO TOLENTINO,JUAREZ 6,25,QUILA (QUILA EL GRANDE),0,0,88,TECOLOTLAN,ESTATAL,PRIMARIA,GENERAL,1.12%,0.00%,N.A.,100.00%
14EPR0716T,CONTINUO (JORNADA AMPLIADA),JOSEFA ORTIZ DE DOMINGUEZ,LAZARO CARDENAS 17,1,TECHALUTA DE MONTENEGRO,0,0,89,TECHALUTA DE MONTENEGRO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0717S,CONTINUO (JORNADA AMPLIADA),NICOLAS BRAVO,HIDALGO NORTE 9,1,TECHALUTA DE MONTENEGRO,0,0,89,TECHALUTA DE MONTENEGRO,ESTATAL,PRIMARIA,GENERAL,1.55%,0.00%,N.A.,80.00%
14EPR0718R,CONTINUO (JORNADA AMPLIADA),LAURO MONTENEGRO,VICENTE GUERRERO 5,17,EL ZAPOTE (SAN MIGUEL DEL ZAPOTE),0,0,89,TECHALUTA DE MONTENEGRO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0719Q,CONTINUO (JORNADA AMPLIADA),TOMAS FREGOSO,NICOLAS BRAVO 22,1,TENAMAXTLAN,0,0,90,TENAMAXTLAN,ESTATAL,PRIMARIA,GENERAL,0.00%,1.97%,N.A.,100.00%
14EPR0720F,MATUTINO,JOAQUIN ANGULO,AVENIDA DE LOS MAESTROS,1,TENAMAXTLAN,0,0,90,TENAMAXTLAN,ESTATAL,PRIMARIA,GENERAL,2.25%,0.00%,N.A.,100.00%
14EPR0723C,CONTINUO (JORNADA AMPLIADA),PEDRO OGAZON,GUADARRAMA 146,1,TEOCUITATLAN DE CORONA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,6.25%,0.00%,N.A.,88.89%
14EPR0724B,CONTINUO (JORNADA AMPLIADA),RAMON CORONA,GUERRERO 104,1,TEOCUITATLAN DE CORONA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14EPR0725A,CONTINUO (JORNADA AMPLIADA),DONATO GUERRA,DONATO GUERRA 36,15,LA MILPILLA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,1.61%,1.64%,N.A.,100.00%
14EPR0726Z,CONTINUO (JORNADA AMPLIADA),MANUEL LOPEZ COTILLA,MORELOS 12,20,SAN JOSE DE GRACIA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,0.99%,0.00%,N.A.,100.00%
14EPR0727Z,MATUTINO,LAZARO CARDENAS,EMILIANO ZAPATA 36,23,SANTA ROSA,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,0.00%
14EPR0728Y,MATUTINO,JUSTO SIERRA,MORELOS 159,24,TEHUANTEPEC,0,0,92,TEOCUITATLAN DE CORONA,ESTATAL,PRIMARIA,GENERAL,2.86%,0.00%,N.A.,0.00%
14EPR0729X,MATUTINO,NIÑO ARTILLERO,GOMEZ FARIAS 189,1,TEPATITLAN DE MORELOS,9000,TEPATITLAN DE MORELOS (ZONA CENTRO),93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,0.96%,0.00%,N.A.,100.00%
14EPR0730M,MATUTINO,MANUEL LOPEZ COTILLA,ABASOLO 120,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,2.24%,1.06%,N.A.,97.70%
14EPR0732K,MATUTINO,5 DE MAYO DE 1862,GONZALEZ GALLO 280,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,2.51%,2.57%,N.A.,100.00%
14EPR0733J,MATUTINO,MIGUEL PADILLA,JUSTO SIERRA 47,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,94.25%
14EPR0734I,VESPERTINO,RICARDO FLORES MAGON,SITIO DEL ALAMO 560,1,GUADALAJARA,9395,JARDINES SANTA ISABEL,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,1.75%,0.00%,N.A.,88.24%
14EPR0735H,VESPERTINO,MIGUEL PADILLA,JUSTO SIERRA 47,1,TEPATITLAN DE MORELOS,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,1.02%,0.69%,N.A.,100.00%
14EPR0736G,MATUTINO,AGUSTIN DE LA ROSA,CENTENARIO 86,58,CAPILLA DE GUADALUPE,0,0,93,TEPATITLAN DE MORELOS,ESTATAL,PRIMARIA,GENERAL,0.39%,0.19%,N.A.,100.00%
14EPR0737F,MATUTINO,E E P I C A 1,ILDEFONSO CAMARENA 2,1,ZAPOPAN,6079,PASEOS DEL SOL,120,ZAPOPAN,ESTATAL,PRIMARIA,GENERAL,2.21%,0.99%,N.A.,96.30%
14EPR0738E,MATUTINO,EDUARDO GONZALEZ,FRANCISCO I MADERO 84,1,TEQUILA,9000,TEQUILA (ZONA CENTRO),94,TEQUILA,ESTATAL,PRIMARIA,GENERAL,1.38%,0.23%,N.A.,88.89%
14EPR0740T,VESPERTINO,MANUEL M DIEGUEZ,GUADALUPE VICTORIA 20,1,TEQUILA,9000,TEQUILA (ZONA CENTRO),94,TEQUILA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,92.65%
14EPR0741S,MATUTINO,MANUEL M DIEGUEZ,GUADALUPE VICTORIA 20,1,TEQUILA,9000,TEQUILA (ZONA CENTRO),94,TEQUILA,ESTATAL,PRIMARIA,GENERAL,1.97%,0.36%,N.A.,100.00%
14EPR0742R,CONTINUO (JORNADA AMPLIADA),24 DE FEBRERO,CONOCIDO,226,EL ALAMO (LOS ALAMOS),0,0,94,TEQUILA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,25.00%
14EPR0743Q,MATUTINO,NIÑOS HEROES,CONOCIDO,88,LOS NARANJOS (EL NARANJO),0,0,94,TEQUILA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,66.67%
14EPR0745O,MATUTINO,J JESUS NEGRETE,JOSE JESUS NEGRETE 114,1,TIZAPAN EL ALTO,9000,TIZAPAN EL ALTO (ZONA CENTRO),96,TIZAPAN EL ALTO,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,94.44%
14EPR0746N,MATUTINO,COMUNIDAD INDIGENA,OCAMPO SUR 78,1,TLAJOMULCO DE ZUÑIGA,9000,TLAJOMULCO DE ZUÑIGA (ZONA CENTRO),97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,0.60%,0.81%,N.A.,100.00%
14EPR0747M,MATUTINO,MA REFUGIO AMEZCUA,PEDRO SALCIDO 12,1,TLAJOMULCO DE ZUÑIGA,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.00%,N.A.,100.00%
14EPR0748L,CONTINUO (JORNADA AMPLIADA),RAMON CORONA MADRIGAL,CENTENARIO 1,5,CAJITITLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,6.05%,2.48%,N.A.,100.00%
14EPR0749K,MATUTINO,MIGUEL HIDALGO Y COSTILLA,CUAUHTEMOC 23,5,CAJITITLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,1.38%,0.93%,N.A.,100.00%
14EPR0750Z,MATUTINO,MANUEL LOPEZ COTILLA,HIDALGO 1,14,CUEXCOMATITLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,2.87%,0.49%,N.A.,80.49%
14EPR0751Z,MATUTINO,BENITO JUAREZ,JUAREZ 26,15,SAN MIGUEL CUYUTLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,0.78%,1.05%,N.A.,93.42%
14EPR0752Y,CONTINUO (TIEMPO COMPLETO),LEONA VICARIO,LAZARO CARDENAS 50,15,SAN MIGUEL CUYUTLAN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,3.30%,0.00%,N.A.,100.00%
14EPR0753X,MATUTINO,NIÑOS HEROES,ZARAGOZA 90,25,SAN AGUSTIN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,1.42%,0.54%,N.A.,88.03%
14EPR0754W,VESPERTINO,NIÑOS HEROES,ZARAGOZA 90,25,SAN AGUSTIN,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,7.43%,0.00%,N.A.,81.93%
14EPR0755V,MATUTINO,FERNANDO MONTES DE OCA,ABASOLO 125,4,SAN JUAN EVANGELISTA (SAN JUAN),0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,3.14%,0.59%,N.A.,90.00%
14EPR0756U,MATUTINO,MANUEL LOPEZ COTILLA,MORELOS 3,31,SAN LUCAS EVANGELISTA,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,0.00%,0.39%,N.A.,89.36%
14EPR0757T,MATUTINO,ANTONIO AGUILAR RAMIREZ,EMILIANO ZAPATA 130,32,SAN SEBASTIAN EL GRANDE,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,1.68%,0.92%,N.A.,92.13%
14EPR0758S,MATUTINO,PRIMARIA U 680,CUAUHTEMOC,32,SAN SEBASTIAN EL GRANDE,0,0,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,2.93%,0.00%,N.A.,100.00%
14EPR0759R,VESPERTINO,BENITO JUAREZ GARCIA,J JESUS LOPEZ SALCIDO 20,35,SANTA CRUZ DEL VALLE,9001,LA HUIZACHERA,97,TLAJOMULCO DE ZUÑIGA,ESTATAL,PRIMARIA,GENERAL,2.05%,0.00%,N.A.,95.77%
14EPR0760G,VESPERTINO,MIGUEL HIDALGO,RIO TINTO 2575,1,GUADALAJARA,9096,BOSQUES DEL BOULEVARD,39,GUADALAJARA,ESTATAL,PRIMARIA,GENERAL,7.03%,1.68%,N.A.,64.00%
